category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Teacher Other Exam Table","Boshqa nazoratlar","Бошқа назоратлар","Другие контроль",,,,,,
app,"Teacher Print Rating","Qaydnomani chop etish","Қайдномани чоп этиш","Распечатать ведомости",,,,,,
app,"Teacher professional development","Malaka oshirish","Малака ошириш","Повышение квалификации",,,,,,
app,"Teacher professional development monitoring","Malaka oshirish monitoringi","Малака ошириш мониторинги","Мониторинг повышение квалификации",,,,,,
app,"Teacher Profile","O‘qituvchi profili","Ўқитувчи профили","Профил преподавателя",,,,,,
app,"Teacher Rating Journal","Baholash jurnali","Баҳолаш журнали","Журнал оценок","Rating Journal",,,,,
app,"Teachers Activity List","O'qituvchi faolligi ro'yxati","Ўқитувчи фаоллиги рўйхати","Список активности учителя","Teachers Activity List",,,,,
app,"Teachers Scientific Activity","Ilmiy faollik","Илмий фаоллик","Научная активность",,,,,,
app,"Teacher Status","O'qituvchi holati","Ўқитувчи ҳолати","Состояние препод.",,,,,,
app,"Teacher Subject","O'qituvchi fani","Ўқитувчи фани","Предмет преподавателя","Teacher Subject",,,,,
app,"Teacher Subject Info","Fan ma'lumotlari","Фан маълумотлари","Информации предмета","Course Info",,,,,
app,"Teacher Subject Resources","Fan resurslari","Фан ресурслари","Ресурсы предмета",,,,,,
app,"Teacher Subject Task List","Topshiriqlar ro'yxati","Топшириқлар рўйхати","Список заданий",,,,,,
app,"Teacher Subject Task List Other","Kurs topshiriqlari ro'yxati","Курс топшириқлари рўйхати","Список курсовых заданий","Teacher Subject Task List Other",,,,,
app,"Teacher Subject Task Other","Kurs topshiriqlari","Курс топшириқлари","Задания курса","Course tasks",,,,,
app,"Teacher Subject Tasks","Fan topshiriqlari","Фан топшириқлари","Задачи предмета",,,,,,
app,"Teacher Subject Task Send","Topshiriqni yuborish","Топшириқни юбориш","Отправить задание",,,,,,
app,"Teacher Subject Task Status","Topshiriq holati","Топшириқ ҳолати","Статус задания",,,,,,
app,"Teacher Subject Topic Info","Mavzular ma'lumotlari","Мавзулар маълумотлари","Информация по теме",,,,,,
app,"Teacher Subject Topic Resource",Resurs,Ресурс,Ресурс,,,,,,
app,"Teacher Subject Topic Resource1","Mavzu resursi","Мавзу ресурси","Ресурс темы","Topic Resource",,,,,
app,"Teacher Subject Topic Resource Edit","Resursni tahrirlash","Ресурсни таҳрирлаш","Редактирование ресурса",,,,,,
app,"Teacher Subject Topics","Fan mavzulari","Фан мавзулари","Темы предметов",,,,,,
app,"Teacher Subject Topic Test",Test,Тест,Тест,,,,,,
app,"Teacher Subject Topic Test Delete",O'chirish,Ўчириш,Удалить,,,,,,
app,"Teacher Subject Topic Test Edit",O'zgartirish,Ўзгартириш,Редактировать,,,,,,
app,"Teacher Task Rating Info","Reyting ma'lumotlari","Рейтинг маълумотлари","Информация рейтинга",,,,,,
app,"Teacher Test Export","Test eksport","Тест экспорт","Экспорт теста",,,,,,
app,"Teacher Test Import","Import test","Импорт тест","Импорт тест",,,,,,
app,"Teacher Time Table","Dars jadvali","Дарс жадвали",Расписание,,,,,,
app,"Teacher Training List","Dars o'tish","Дарс ўтиш","Проведение урока",,,,,,
app,"Tekshiruv kodi","Tekshiruv kodi","Текширув коди","Код проверки",,,,,,
app,"Tekshiruv kodini kiriting","Tekshiruv kodini kiriting","Текширув кодини киритинг","Введите код проверки",,,,,,
app,Telephone,Telefon,Телефон,Телефон,,,,,,
app,Template,Shablon,Шаблон,Шаблон,,,,,,
app,"Template Name","Shablon nomi","Шаблон номи","Название шаблона","Template Name",,,,,
app,"Template Week","Xaftalar shabloni","Хафталар шаблони","Шаблон недели",,,,,,
app,"Temporary address","Joriy manzil","Жорий манзил","Текущий адрес","Temporary address",,,,,
app,"Temporary residence address","Vaqtinchalik yashash manzili","Вақтинчалик яшиш манзили","Временное местожительство","Temporary residence address",,,,,
app,Terrain,Mahalla,Маҳалла,Махалля,Mahalla,,,,,
app,Test,Test,Тест,Тест,,,,,,
app,"Test Attempt Count","Urinishlar soni","Уринишлар сони","Кол-во попыток",,,,,,
app,"Test davomiyligi boshlanish va tugash vaqtiga mos emas","Test davomiyligining boshlanish va tugash vaqti mos emas","Тест давомийлигининг бошланиш ва тугаш вақти мос эмас","Время начала и окончания теста не соответствует",,,,,,
app,"Test Duration","Test vaqti (daqiqa)","Тест вақти (дақиқа)","Время теста (минут)",,,,,,
app,"Test Exams",Imtihonlar,Имтиҳонлар,Экзамены,,,,,,
app,"Test Index",Indeks,Индекс,Индекс,,,,,,
app,"Test information","Test ma'lumotlari","Тест маълумотлари","Информация теста",,,,,,
app,"Test Information",Ma'lumot,Маълумот,Информация,,,,,,
app,"Testlar ro'yxatiga qaytish","Orqaga qaytish","Орқага қайтиш",Назад,,,,,,
app,"Test natijasi","Test natijasi","Тест натижаси","Результат тестирования",,,,,,
app,"Testni qaytadan ishlaysizmi?","Testni qayta topshirasizmi?","Тестни қайта топширасизми?","Хотите пересдавать тест?",,,,,,
app,"Testni qayta ishlash","Qayta topshirish","Қайта топшириш","Пересдача теста",,,,,,
app,"Testni topshirishni boshlaysizmi?","Testni topshirishni boshlaysizmi?","Тестни топширишни бошлайсизми?","Вы хотите начать тестирование?","Do you want to start testing?",,,,,
app,"Testni yakunlaysizmi?","Testni yakunlaysizmi?","Тестни якунлайсизми?","Хотите завершить тестирование",,,,,,
app,"Test qo'shish uchun quyidagi knopkani bosing:","Test qo'shish uchun quyidagi knopkani bosing:","Тест қўшиш учун қуйидаги кнопкани босинг:","Нажмите кнопку ниже, чтобы добавить тест:",,,,,,
app,"Test Question Count","Savollar soni","Саволлар сони","Кол-во вопросов",,,,,,
app,"Test Questions","Savollar soni","Саволлар сони","Кол-во вопросов",,,,,,
app,"Test Random",Aralash,Аралаш,Случайный,,,,,,
app,"Test savollari","Test savollari","Тест саволлари","Тестовые вопросы",,,,,,
app,"Test savollari mavjud emas","Test savollari mavjud emas","Тест саволлари мавжуд эмас","Тестовые вопросы отсутствуют",,,,,,
app,"Test savollari yetarli emas","Test savollari yetarli emas","Тест саволлари етарли эмас","Тестовые вопросы не достаточно",,,,,,
app,"Test topshirish","Test topshirish","Тест топшириш","Пройти тест",,,,,,
app,"Test topshirishda sizning vaqtingiz avtomatik yakunlandi.","Test topshirish vaqti yakunlandi","Тест топшириш вақти якунланди","Время тестирования окончена",,,,,,
app,"Test vaqti yakunlandi","Test vaqti yakunlandi","Тест вақти якунланди","Время тестирования закончилось",,,,,,
app,"Test yakunlandi!","Test yakunlandi!","Тест якунланди!","Тест окончен!",,,,,,
app,"Test yakunlandi, natijalar sahifasiga yo'naltirilasiz!","Test yakunlandi, natijalar sahifasiga yo'naltirilasiz!","Тест якунланди, натижалар саҳифасига йўналтириласиз!","Тест завершен, вы будете перенаправлены на страницу результатов!",,,,,,
app,Textbook,Darslik,Дарслик,Учебник,Textbook,,,,,
app,"Tezkor menyu","Tezkor menyu","Тезкор меню","Быстрое меню","Quick menu",,,,,
app,Th,Pa,Па,Чт,Th,,,,,
app,"The above error occurred while the Web server was processing your request","Sizning so'rovingizni veb-serverda ko'rib chiqilayotganda xatolik yuz berdi","Сизнинг сўровингиз веб-серверда кўриб чиқилаётганда хатолик юз берди","Данная ошибка произошла при обработке вашего запроса на веб-сервере.","The above error occurred while the Web server was processing your request",,,,,
app,"The Academic Information for student {name} has been created for {semester}","Talaba {name} ning {semester} uchun akademik ma'lumotnomasi muvaffaqiyatli yaratildi","Талаба {name} нинг {semester} учун академик маълумотномаси муваффақиятли яратилди","Академическая справка студента {name} за {semester} успешно создана","Academic sheet of the student {name} for {semester} was successfully created",,,,,
app,"The Academic Information for student {name} has been updated for {semester}","Talaba {name} ning {semester} uchun akademik ma'lumotnomasi muvaffaqiyatli o'zgartirildi","Талаба {name} нинг {semester} учун академик маълумотномаси муваффақиятли ўзгартирилди","Академическая справка студента {name} за {semester} успешно обновлена","Academic sheet of the student {name} for {semester} was successfully updated",,,,,
app,"The answer is not marked","Topshiriq javobi baholanmagan","Топшириқ жавоби баҳоланмаган","Результат задание без оценки","The answer is not marked",,,,,
app,"The call sheet for student {name} has been created","{name} uchun chaqiruv qog'ozi muvaffaqiyatli yaratildi","{name} учун чақирув қоғози муваффақиятли яратилди","Пригласительный лист для студента {name} успешно создан","Invitation letter for student {name} has been created",,,,,
app,"The call sheet for student {name} has been updated","{name}ning chaqiruv qog'ozi muvaffaqiyatli o'zgartirildi","{name}нинг чақирув қоғози муваффақиятли ўзгартирилди","Пригласительный лист для студента {name} успешно обновлено","Invitation letter for student {name} has been updated",,,,,
app,"The call sheet has been created to {count} students","{count} nafar talaba uchun chaqiruv qog'ozi muvaffaqiyatli yaratildi","{count} нафар талаба учун чақирув қоғози муваффақиятли яратилди","Лист уведомлений успешно создан для {count} студентов","The notification sheet has been created for {count} students",,,,,
app,"The combination has already been taken.","Kombinatsiyadan allaqachon foydalanildi","Комбинациядан аллақачон фойдаланилди","Комбинация уже была использована",,,,,,
app,"The contract amount has not yet been entered.","Tanlangan shartnoma summasi kiritilmagan","Танланган шартнома суммаси киритилмаган","Сумма выбранного контракта не введен","The amount of the selected contract is not entered",,,,,
app,"The contract cannot be edited","Shartnoma tasdiqlanganligi uchun uni tahrirlash mumkin emas!","Шартнома тасдиқланганлиги учун уни таҳрирлаш мумкин эмас!","Редактирование контракта запрещен, потому что он утвержден!","Contract editing is prohibited because it is approved!",,,,,
app,"The contract file was created successfully","Shartnoma fayli muvaffaqiyatli yaratildi","Шартнома файли муваффақиятли яратилди","Файл контракта успешно создан",,,,,,
app,"The contract for student {name} has been created","Talaba {name} ning shartnomasi yaratidi","Талаба {name} нинг шартномаси яратилди","Контракт для студента {name} был создан","The contract for student {name} has been created",,,,,
app,"The contract for student {name} has been updated","Talaba {name} ning shartnomasi yangilandi","Талаба {name} нинг шартномаси янгиланди","Контракт для студента {name} был обновлен","The contract for student {name} has been updated",,,,,
app,"The contract is generated",PDF,PDF,PDF,,,,,,
app,"The contract is ready",Tayyor,Тайёр,Готово,,,,,,
app,"The contract status cannot be changed","Shartnoma bo'yicha to'lovlar amalga oshirilganligi uchun uni tahrirlash mumkin emas","Шартнома бўйича тўловлар амалга оширилганлиги учун уни таҳрирлаш мумкин эмас","Редактирование контракта запрещено, так как произведены платежи по контракту","Contract editing is prohibited because payments have been made under the contract",,,,,
app,"The credit amount has exceeded the limit","Kredit miqdori chegaradan oshib ketdi","Кредит миқдори чегарадан ошиб кетди","Сумма кредита превысила лимит","The credit amount has exceeded the limit",,,,,
app,"The deadline for adding grades to the student's personal page has passed.","Muddat o'tganligi tufayli shaxsiy qaydnomadagi baholarni o'zgartirib bo'lmaydi","Муддат ўтганлиги туфайли шахсий қайдномадаги баҳоларни ўзгартириб бўлмайди","После истечения срока изменить оценки индивидуальной ведомости невозможно","It is not possible to change personal sheet grades after the deadline",,,,,
app,"The deadline for the task is over","Topshiriqni bajarish muddati tugagan","Топшириқни бажариш муддати тугаган","Срок выполнения задачи истек","The deadline for the task is over",,,,,
app,"The decree file was created successfully","Buyruq fayli muvaffaqiyatli yaratildi","Буйруқ файли муваффақиятли яратилди","Файл приказа успешно создан","The decree file was created successfully",,,,,
app,"The Department Load for {name} has been created for {educationYear}","{name} kafedrasining {educationYear} o'quv yili yuklamasi yaratildi","{name} кафедрасининг {educationYear} ўқув йили юкламаси яратилди","Нагрузка кафедры {name} для учебного года {educationYear} успешно создана","Department Load for {name} has been created for {educationYear}",,,,,
app,"The Department Load Subject {name} has been updated","{name} fani yuklamasi muvaffaqiyatli o'zgartirildi","{name} фани юкламаси муваффақиятли ўзгартирилди","Нагрузка предмета {name} успешно изменена","Department Load Subject {name} has been updated",,,,,
app,"The Department {name} Load Subject {subject} has been updated","{name} kafedrasi {subject} fanining yuklamasi o'zgartirildi","{name} кафедраси {subject} фанинг юкламаси ўзгартирилди","Нагрузка для предмета {subject} кафедры {name} успешно изменена","Load of the course {subject} of department {name} has been updated",,,,,
app,"The department's load for the current  year has not been formed.","Joriy o'quv yili uchun kafedra yuklamasi yaratilmagan","Жорий ўқув йили учун кафедра юкламаси яратилмаган","Нагрузка кафедры на текущий год не сформирована","The department's load for the current  year has not been formed.",,,,,
app,"The document file was created successfully","Hujjatning PDF fayli muvaffaqiyatli yaratildi","Ҳужжатнинг PDF файли муваффақиятли яратилди","PDF-файл документа был успешно создан","The document file was created successfully",,,,,
app,"The file {file} is too big. Its size cannot exceed 50 Mb.","Fayl {file} juda katta. Uning hajmi 50 Mb oshmasligi kerak","Файл {file} жуда катта. Унинг ҳажми 50 Мб ошмаслиги керак","Файл {file} слишком большой. Его размер не может превышать 50 Мб.",,,,,,
app,"The following scopes will be requested:","Quyidagi imkoniyatlar talab qilinadi:","Қуйидаги имкониятлар талаб қилинади:","Будут запрошены следующие области:","The following scopes will be requested:",,,,,
app,"The foreign language certificate for employee {name} has been created","{name} uchun til sertifikati muvaffaqiyatli yaratildi","{name} учун тил сертификати муваффақиятли яратилди","Языковой сертификат для сотрудника {name} успешно создан","Language certificate for employee {name} has been created",,,,,
app,"The foreign language certificate for employee {name} has been updated","{name} uchun til sertifikati muvaffaqiyatli o'zgartirildi","{name} учун тил сертификати муваффақиятли ўзгартирилди","Языковой сертификат для сотрудника {name} успешно изменен","Language certificate for employee {name} has been updated",,,,,
app,"The foreign language certificate for student {name} has been created","Talaba {name} uchun sertifikat muvaffaqiyatli yaratildi","Талаба {name} учун сертификат муваффақиятли яратилди","Сертификат для студента {name} успешно создан","Certificate for student {name} has been created",,,,,
app,"The foreign language certificate for student {name} has been updated","Talaba {name}ning sertifikati muvaffaqiyatli o'zgartirildi","Талаба {name}нинг сертификати муваффақиятли ўзгартирилди","Сертификат студента {name} успешно изменен","Certificate for student {name} has been updated",,,,,
app,"The institution department is not attached to your account.","Muassasa bo'linmasi sizning akkauntingizga biriktirilmagan","Муассаса бўлинмаси сизнинг аккаунтингизга бириктирилмаган","Подразделение учреждения не привязано к вашему аккаунту","The institution's department is not linked to your account",,,,,
app,"The invoice for student {name} has been created","{name} ning schet fakturasi muvaffaqiyatli yaratildi","{name} нинг счет-фактураси муваффақиятли яратилди","Счет-фактура для студента {name} успешно создана","The invoice for student {name} has been created",,,,,
app,"The invoice for student {name} has been updated","{name} uchun berilgan schet-faktura muvaffaqiyatli o'zgartirildi","{name} учун берилган счет фактура муваффақиятли ўзгартирилди","Счет-фактура для студента {name} успешно обновлена","The invoice for student {name} has been updated",,,,,
app,"The limit for the number of marked topics has been exceeded","Mavzular soni to'ldi siz boshqa kiritolmaysiz","Мавзулар сони тўлди сиз бошқа киритолмайсиз","Вы больше не можете добавить, лимит тем превышен",,,,,,
app,"The limit of the attempt counts for this topics has been exceeded","Ushbu topshiriq uchun urinishlar soni tamom bo'ldi","Ушбу топшириқ учун уринишлар сони тамом бўлди","Количество попыток для этой задачи закончилось",,,,,,
app,"The limit summa for the contract has been exceeded","Schet fakturaga berilgan summa shartnoma summasidan oshib ketdi","Счет фактурага берилган сумма шартнома суммасидан ошиб кетди","Сумма, указанная в счете фактуре, превышает сумму контракта","The amount issued on the invoice exceeded the contract amount",,,,,
app,"The main author cannot be deleted.","Asosiy muallif o'chirilishi mumkin emas","Асосий муаллиф ўчирилиши мумкин эмас","Главный автор не может быть удален",,,,,,
app,"The main workplace for this employee is already included.","Ushbu xodim bundan boshqa lavozimda asosiy ish joyiga ega","Ушбу ходим бундан бошқа лавозимда асосий иш жойига эга","Этот сотрудник имеет основную работу на другой должности","This employee has a main workplace in another position",,,,,
app,"The maximum value is {border}","Maksimal qiymat {border}","Максимал қиймат {border}","Максимальное значение {border}",,,,,,
app,"The Methodical Publication cannot be edited","Uslubiy nashr tasdiqlangan bo'lganligi uchun tahrirlash mumkin emas","Услубий нашр тасдиқланган бўлганлиги учун таҳрирлаш мумкин эмас","Редактирование невозможно, так как методическая публикация утверждена",,,,,,
app,"The minimum value is {border}","Minimum qiymat {border}","Минимум қиймат {border}","Минимальное значение {border}",,,,,,
app,"The Property Publication cannot be edited","Intellektual mulk tasdiqlangan bo'lganligi uchun tahrirlash mumkin emas","Интеллектуал мулк тасдиқланган бўлганлиги учун таҳрирлаш мумкин эмас","Редактирование невозможно, так как интеллектуальная собственность утверждена",,,,,,
app,"The publication cannot be edited","Ilmiy nashr tasdiqlangan bo'lganligi uchun tahrirlash mumkin emas","Илмий нашр тасдиқланган бўлганлиги учун таҳрирлаш мумкин эмас","Редактирование невозможно, так как научная публикация утверждена",,,,,,
app,"The reference for student {name} has been updated for {year}","{name}ning {year} o'quv yili uchun o'qish joyidan ma'lumotnomasi o'zgartirildi","{name}нинг {year} ўқув йили учун ўқиш жойидан маълумотномаси ўзгартирилди","Справка с места учебы студента {name} для {year} учебного год успешно обновлена","Certificate about education of the student {name} for {year} has been updated",,,,,
app,"There is no data available to pass the mark given current grades","Talabalarning joriy baholash ballari mavjud emas","Талабаларнинг жорий баҳолаш баллари мавжуд эмас","У студентов отсутствует баллы по текущим оцениванием","Students do not have scores on current evaluations",,,,,
app,"There is no data available to pass the mark given tasks","Berilgan masalalarni baholash uchun ma'lumot mavjud emas","Берилган масалаларни баҳолаш учун маълумот мавжуд эмас","Нет данных для оценки данной задачи",,,,,,
app,"The requested page does not exist.","Murojat qilingan sahifa mavjud emas","Мурожат қилинган саҳифа мавжуд эмас","Запрашиваемая страница не существует","The requested page does not exist",,,,,
app,"The Responsible for Decree {name} has been updated","Buyruq mas'ul xodimi '{name}' ma'lumoti o'zgartirildi","Буйруқ масъул ходими '{name}' маълумоти ўзгартирилди","Данные ответственного лица приказа '{name}' успешно изменены","Responsible for Decree {name} has been updated",,,,,
app,"The Responsible for Scholarship Protocol {name} has been updated","Stipendiya protokoli mas'uli {name} ning ma'lumotlari o'zgartirildi","Стипендия протоколи масъули {name} нинг маълумотлари ўзгартирилди","Данные ответственного за протокола стипендию {имя} были изменены","The Responsible for Scholarship Protocol {name} has been updated",,,,,
app,"The Scholarship month for student {name} has been created","Talaba {name} uchun stipendiya qo'shildi","Талаба {name} учун стипендия қўшилди","Стипендия для студента {name} успешно добавлена","Scholarship for student {name} added successfully",,,,,
app,"The scholarship month for student {name} has been updated","Talaba {name} ning oylar bo'yicha stipendiyasi yangilandi","Талаба {name} нинг ойлар бўйича стипендияси янгиланди","Стипендия по месяцам для студента {name} успешно обновлена","The scholarship by month for student {name} has been updated",,,,,
app,"The Scientific Activity cannot be edited","Ilmiy faollik tasdiqlangan bo'lganligi uchun tahrirlash mumkin emas","Илмий фаоллик тасдиқланган бўлганлиги учун таҳрирлаш мумкин эмас","Редактирование невозможно, так как научная активность утверждена",,,,,,
app,"The Scientifical Publication cannot be edited","Ilmiy nashr tasdiqlangan bo'lganligi uchun tahrirlash mumkin emas","Илмий нашр тасдиқланган бўлганлиги учун таҳрирлаш мумкин эмас","Редактирование невозможно, так как научная публикация утверждена",,,,,,
app,"The selected specialty is already attached to the faculty","Tanlangan mutaxassislik allaqachon fakultetga biriktirilgan","Танланган мутахассислик аллақачон факультетга бириктирилган","Выбранная специальность уже закреплена за факультетом","The selected specialty is already attached to the faculty",,,,,
app,"The semester time was not right","Joriy o'quv yilidagi o'quv reja semestrlari muddati xato berilgan, bugungi sana xech biriga tushmayapti?","Ўқув режанинг жорий ўқув йилидаги семестрлари муддати хато берилган, бугунги сана хеч бирига тушмаяпти?","Ошибочно указана продолжительность семестров текущего учебного года учебного плана, сегодняшняя дата ни в какую не попадает?","The duration of the semesters of the current academic year of the curriculum is erroneously indicated, today's date does not fall into any?",,,,,
app,Thesis,Tezis,Тезис,Тезис,Thesis,,,,,
app,"The student for this topics has been marked","Ushbu topshiriq allaqachon baholangan","Ушбу топшириқ аллақачон баҳоланган","Данное задание уже оценено",,,,,,
app,"The subject detail for curriculum subject {name} has been updated","O'quv rejadagi {name} fanning mashg'ulot turi muvaffaqiyatli o'zgartirildi","Ўқув режадаги {name} фаннинг машғулот тури муваффақиятли ўзгартирилди","Вид занятия для предмета {name} данного учебного плана успешно изменена","Class type for curriculum subject {name} has been updated",,,,,
app,"The Subject Distribute status is disabled","Fanning o'qituvchilar taqsimoti tasdiqlanmagan","Фаннинг ўқитувчилар тақсимоти тасдиқланмаган","Распределение преподавателей по предмету не подтверждено","Distribution of teachers by subject is not confirmed",,,,,
app,"The subject exam for curriculum subject {name} has been updated","O'quv rejadagi {name} fanning nazorat turi muvaffaqiyatli o'zgartirildi","Ўқув режадаги {name} фаннинг назорат тури муваффақиятли ўзгартирилди","Вид контроля для предмета {name} данного учебного плана успешно изменена","Exam type for curriculum subject {name} has been updated",,,,,
app,"The sum of the maximum loads has exceeded the load limit allocated to the department","Ushbu yuklama kafedra yuklamasidan oshib ketdi","Ушбу юклама кафедра юкламасидан ошиб кетди","Данная нагрузка превышает нагрузку кафедры","This academic load exceeded the load of the department",,,,,
app,"The Teacher Load for student {name} has been created for {educationYear}","{educationYear} o'quv yili uchun {name}ning o'quv yuklamasi muvaffaqiyatli yaratildi","{educationYear} ўқув йили учун {name}нинг ўқув юкламаси муваффақиятли яратилди","Учебная нагрузка {name} для {educationYear} учебного  года успешно создан","Teacher Load for {name} has been created for {educationYear}",,,,,
app,"The Teacher Load Methodical for Teacher  {name} has been updated","O'qituvchi {name}ning uslubiy ishi muvaffaqiyatli o'zgartirildi","Ўқитувчи {name}нинг услубий иши муваффақиятли ўзгартирилди","Методическая работа преподавателя {name} успешно обновлена","Methodical Load for Teacher  {name} has been updated",,,,,
app,"The Teacher Load Scientific for Teacher  {name} has been updated","O'qituvchi {name}ning ilmiy ishi muvaffaqiyatli o'zgartirildi","Ўқитувчи {name}нинг илмий иши муваффақиятли ўзгартирилди","Научная работа преподавателя {name} успешно обновлена","Scientific Load  for Teacher  {name} has been updated",,,,,
app,"The Teacher Load Subject for Teacher  {name} has been updated","{name}ning o'quv yuklamasi muvaffaqiyatli o'zgartirildi","{name}нинг ўқув юкламаси муваффақиятли ўзгартирилди","Учебная нагрузка {name} успешно изменен","Academic load {name}  has been successfully updated",,,,,
app,"The theoretical semester weeks have expired","Nazariy taʼlim xaftalari tugaganligi sababli topshiriqni oʻzgartirish mumkin emas","Назарий таълим хафталари тугаганлиги сабабли топшириқни ўзгартириш мумкин эмас","Задание не может быть изменено в связи с завершением недели теоретических занятий.",,,,,,
app,"The total load must be greater than 0","Umumiy yuklama ""0"" qiymatdan katta bo'lishi kerak","Умумий юклама ""0"" қийматдан катта бўлиши керак","Общая нагрузка должна быть не менее ""0""","Total academic load must be greater than ""0""",,,,,
app,"The transcript file was created successfully","Transkript fayli muvaffaqiyatli yaratildi","Транскрипт файли муваффақиятли яратилди","Файл транскрипта успешно создан","The transcript file was created successfully",,,,,
app,"The transcript for student {name} has been created for {semester}","Talaba {name} ning {semester} uchun transkripti muvaffaqiyatli yaratildi","Талаба {name} нинг {semester} учун транскрипти муваффақиятли яратилди","Транскрипт за {semester} для студента {name} был успешно создан","The transcript for student {name} has been created for {semester}",,,,,
app,"The transcript for student {name} has been updated for {semester}","Talaba {name} ning {semester} uchun transkripti muvaffaqiyatli o'zgartirildi","Талаба {name} нинг {semester} учун транскрипти муваффақиятли ўзгартирилди","Транскрипт за {semester} для студента {name} был успешно обновлен","The transcript for student {name} has been updated for {semester}",,,,,
app,"The transcript numbered {value} was created already","{value} raqamli transkript avval yaratilgan","{value} рақамли транскрипт аввал яратилган","Транскрипт с номером {value} существует","Transcript with number {value} already exists",,,,,
app,"Third Name","Otasining ismi","Отасининг исми",Отчество,,,,,,
app,"This attendance setting is given","Ushbu davomat chorasi allaqachon ishlatilgan","Ушба давомат чораси аллақачон ишлатилган","Данная мера посещаемости уже используется",,,,,,
app,"This Document send agreement status can not change","Ushbu hujjatning kelishishga yuborish statusini o'zgartirib bo'lmaydi","Ушбу ҳужжатнинг келишишга юбориш статусини ўзгартириб бўлмайди","Статус соглашения этого документа не может быть изменен","Agreement status of this document  cannot be changed",,,,,
app,"This exam type has already been taken","Bunday nazorat allaqachon mavjud","Бундай назорат аллақачон мавжуд","Этот вид экзамена уже существует","This type of exam already exists",,,,,
app,"This is date `{name}` is not attestation period of semester","Kiritilgan sana `{name}` semestrning attestatsiya davriga mos emas","Киритилган сана `{name}` семестрнинг аттестация даврига мос эмас","Введенная дата `{name}` не является периодом аттестации семестра","Entered date `{name}` is not attestation period of semester",,,,,
app,"This is date `{name}` is not period of semester","Sana `{name}` semestr davriga kirmaydi","Сана `{name}` семестр даврига кирмайди","Дата `{name}` не входить в период семестра",,,,,,
app,"This Month","Shu oy","Шу ой","Этот месяц","This Month",,,,,
app,"This outside activity for this period already taken (out of audience)","Ushbu yuklama allaqachon taqsimlangan","Ушбу юклама аллақачон тақсимланган","Данная нагрузка на этот период уже распределена","This academic load has already been distributed",,,,,
app,"This page is assigned to {role}","Ushbu sahifa {role} roli uchun mo'ljallangan","Ушбу саҳифа {role} роли учун мўлжалланган","Данная страница назначена для роли {role}","This page is assigned to the role {role}",,,,,
app,"This page is for the academic only.","Bu funktsional faqat o'quv bo'limi uchun mo'ljallangan","Бу функционал фақат ўқув бўлими учун мўлжалланган","Данный функционал предназначен только для учебного отдела","This page is for the academic department only",,,,,
app,"This page is for the accounting and dean only.","Ushbu sahifa buxgalteriya va dekan rollari uchun mo'ljallangan","Ушбу саҳифа бухгалтерия ва декан роллари учун мўлжалланган","Эта страница предназначена только для бухгалтерии и декана","This page is for the accounting and dean only.",,,,,
app,"This page is for the dean profile only.","Ushbu funktsiyadan faqat Dekan rolida foydalanish mumkin","Ушбу функциядан фақат Декан ролида фойдаланиш мумкин","Данная функция может быть использована только в роли Декана","This page is for the dean profile only",,,,,
app,"This page is for the deans only.","Ushbu sahifa faqat dekan roli uchun mo'ljallangan","Ушбу саҳифа фақат декан роли учун мўлжалланган","Данная страница предназначена только для роли декана","This page is for the deans only",,,,,
app,"This page is for the department leader and academic board only.","Sahifa kafedra mudiri va o'quv bo'limi uchun mo'ljallangan","Саҳифа кафедра мудири ва ўқув бўлими учун мўлжалланган","Страница предназначена для зав. кафедры и учебного отдела","This page is for the department leader and academic board only",,,,,
app,"This page is for the department leader only.","Ushbu sahifa faqat kafedra mudiri uchun mo'ljallangan","Ушбу саҳифа  фақат кафедра мудири учун мўлжалланган","Данная страница предназначена только для заведующей кафедры",,,,,,
app,"This page is for the department only.","Ushbu sahifa faqatgina kafedraga taaluqli","Ушбу саҳифа фақатгина кафедрага таалуқли","Данная страница предназначена только для кафедры",,,,,,
app,"This page is for the finance-control only.","Ushbu sahifadan faqatgina moliya-nazorat profilida foydalanish mumkin","Ушбу саҳифадан фақатгина молия-назорат профилида фойдаланиш мумкин","Данная страница доступна только для профиля финансового контроля","This page is for the finance-control only",,,,,
app,"This page is for the marketing only.","Ushbu modul faqatgina buxgalteriyaga tegishli","Ушбу модул фақатгина бухгалтерияга тегишли","Данная модуль предназначена только для бухгалтерии","This module is only for the accounting department",,,,,
app,"This page is for the marketing profile only.","Bu sahifadan faqat marketing profilida foydalanish mumkin","Бу саҳифадан фақат маркетинг профилида фойдаланиш мумкин","Эту страницу можно использовать только в профиле маркетингового отдела","This page is for the marketing profile only",,,,,
app,"This page is for the miniadmin only.","Ushbu funksiyadan faqat miniadmin rolida foydalanish mumkin","Ушбу функциядан фақат миниадмин ролида фойдаланиш мумкин","Данная функция используется только в роле миниадмин","This page is for the miniadmin only",,,,,
app,"This page is for the staff only.","Ushbu funktsional faqatgina kadrlar bo'limi uchun mo'ljallangan","Ушбу функционал фақатгина кадрлар бўлими учун мўлажалланган","Эта страница предназначена только для отдела кадров","This page is for the Personal Management department only",,,,,
